Column1,State,City,Latitude,Longitude,Name,Interest,Google review rating,Entrance Fee in INR
491,Uttarakhand,Ranikhet,29.6181375,79.4440156,Jhula Devi temple,Religious & Spiritual Pilgrimages,4.2,0
492,Uttarakhand,Ranikhet,29.6197419,79.4610397,Chaubatia Gardens,Sightseeing & Exploration,4,50
493,Uttarakhand,Ranikhet,30.5561089,79.5616759,Joshimath Market,Shopping & Markets,4.8,0
494,Uttarakhand,Ranikhet,28.6585105,77.2127305,Sadar bazaar,Shopping & Markets,4.4,0
495,Uttarakhand,Ranikhet,30.0166279,79.1620873,Binsar Mahadev Mandir,Religious & Spiritual Pilgrimages,4,0
496,Uttarakhand,Ranikhet,,,Rani Jheel,Natural Landscapes & Wildlife,3.8,0
497,Uttarakhand,Uttarkashi,30.9944091,78.9411825,Gangotri Temple,Religious & Spiritual Pilgrimages,4.8,0
498,Uttarakhand,Uttarkashi,31.0139859,78.4599555,Yamunotri,Religious & Spiritual Pilgrimages,4.2,0
499,Uttarakhand,Uttarkashi,30.9098968,78.9581673,Kedar Tal,Adventure & Outdoor Activities,4.6,0
500,Uttarakhand,Uttarkashi,31.0383069,78.7377016,Harsil,Natural Landscapes & Wildlife,4.2,0
501,Uttarakhand,Uttarkashi,,,Jalmanga Shivling,Religious & Spiritual Pilgrimages,4.7,0
502,Uttarakhand,Uttarkashi,25.3108532,83.0106783,Vishwanath temple,Religious & Spiritual Pilgrimages,4.7,0
503,Uttarakhand,Uttarkashi,,,Gaumukh glacier,Natural Landscapes & Wildlife,4.6,0
504,Uttarakhand,Uttarkashi,,,Nachiketa lake,Natural Landscapes & Wildlife,4.4,0
505,Uttarakhand,Uttarkashi,,,Nehru Institute of Mountaineering,Adventure & Outdoor Activities,4.7,70
506,Uttarakhand,Uttarkashi,,,Dayara Bugyal  trekking and camping,Adventure & Outdoor Activities,4.8,0
507,Uttarakhand,Uttarkashi,,,Shakti temple,Religious & Spiritual Pilgrimages,5,0
508,Uttarakhand,Uttarkashi,30.8980456,78.5249391,Dodital lake,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.6,0
509,Uttarakhand,Uttarkashi,30.739167,78.528611,Maneri dam,Sightseeing & Exploration,4.8,0
510,Uttar Pradesh,Agra,27.1751448,78.0421422,Taj Mahal,Cultural & Heritage Sites,4.4,50
511,Uttar Pradesh,Agra,27.1795328,78.021112,Agra fort,Cultural & Heritage Sites,4.3,50
512,Uttar Pradesh,Agra,27.0945291,77.6679292,Fatehpur Sikri,Cultural & Heritage Sites,4.6,0
513,Uttar Pradesh,Agra,,,Jahangir Mahal,Cultural & Heritage Sites,4.5,50
514,Uttar Pradesh,Agra,28.6506792,77.2334421,Jama Masjid,Religious & Spiritual Pilgrimages,4.8,0
515,Uttar Pradesh,Agra,27.1824852,78.0393755,Humayun's Mosque,Religious & Spiritual Pilgrimages,4.8,0
516,Uttar Pradesh,Agra,28.6549795,77.2308333,Kinari bazar,Shopping & Markets,4.4,0
517,Uttar Pradesh,Agra,28.6585105,77.2127305,Sadar bazaar,Shopping & Markets,4.7,0
518,Uttar Pradesh,Agra,27.2044073,78.0053732,Shah market,Shopping & Markets,4.6,0
519,Uttar Pradesh,Agra,28.6508395,77.1206205,TDI mall,Shopping & Markets,4.5,0
520,Uttar Pradesh,Agra,28.9764772,77.7063965,Subhash bazzar,Shopping & Markets,4.8,0
521,Uttar Pradesh,Agra,31.5899396,74.3131807,Sheesh Mahal,Cultural & Heritage Sites,4,10
522,Uttar Pradesh,Varanasi,25.3108532,83.0106783,Kashi Vishwanath Temple,Religious & Spiritual Pilgrimages,4.7,0
523,Uttar Pradesh,Varanasi,25.2695094,83.0250876,Ramnagar Fort,Cultural & Heritage Sites,4.1,25
524,Uttar Pradesh,Varanasi,25.3061863,83.0102857,Dashashwamedh Ghat ,Religious & Spiritual Pilgrimages,4.4,0
525,Uttar Pradesh,Varanasi,27.40364009,83.00912405,Sunset Boat Ride on the Ganges,Sightseeing & Exploration,4.2,0
526,Uttar Pradesh,Varanasi,25.3715564,83.0252136,Sarnath pilgrim spot,Religious & Spiritual Pilgrimages,4,0
527,Uttar Pradesh,Varanasi,,,Puran Das Road,,4.6,0
528,Uttar Pradesh,Varanasi,,,Gol Ganj,Cultural & Heritage Sites,4.3,0
529,Uttar Pradesh,Varanasi,,,Mandir Gali,,4.4,0
530,Uttar Pradesh,Varanasi,25.2886478,83.0067619,Assi Ghat,Religious & Spiritual Pilgrimages,4.3,0
531,Uttar Pradesh,Varanasi,25.3100747,83.0096485,Godowlia market,Shopping & Markets,4.5,0
532,Uttar Pradesh,Varanasi,,,The Banarasi Silk Emporium,Shopping & Markets,4.7,0
533,Uttar Pradesh,Lucknow,26.8685168,80.9127127,Bara Imambara,"	Cultural & Heritage Sites",4.4,50
534,Uttar Pradesh,Lucknow,26.8742913,80.9046688,Chhota Imambara,"	Cultural & Heritage Sites",4.8,30
535,Uttar Pradesh,Lucknow,26.8541536,80.9447827,Hazratganj market,Shopping & Markets,4.9,0
536,Uttar Pradesh,Lucknow,26.8606372,80.9267863,British Residency,Cultural & Heritage Sites,4.5,0
537,Uttar Pradesh,Lucknow,18.9432111,72.8229983,Marine Drive,Sightseeing & Exploration,4.3,0
538,Uttar Pradesh,Lucknow,52.1306607,-3.7837117,Prince of Wales Zoological Gardens,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.6,80
539,Uttar Pradesh,Lucknow,,,Chowk market,Shopping & Markets,4.3,0
540,Uttar Pradesh,Lucknow,26.798631,80.8969707,Phoenix United mall,Shopping & Markets,4.3,0
541,Uttar Pradesh,Mathura,27.511932,77.4786939,Kusum Sarovar,Natural Landscapes & Wildlife,4.4,0
542,Uttar Pradesh,Mathura,27.473,77.444,Govardhan hills trekking,Adventure & Outdoor Activities,4.7,0
543,Uttar Pradesh,Mathura,22.2371082,68.9676255," Dwarkadhish Temple,","	Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.8,0
544,Uttar Pradesh,Mathura,27.5025614,77.6890687,Vishram ghat,"	Religious & Spiritual Pilgrimages, Natural Landscapes & Wildlife",4.3,0
545,Uttar Pradesh,Mathura,,,Tilak Dwar market,Shopping & Markets,4.5,0
546,Uttar Pradesh,Mathura,28.6509821,77.286333,Krishna Nagar market,Shopping & Markets,4.3,0
547,Uttar Pradesh,Mathura,27.5048884,77.66978,Krishna Janmabhoomi temple,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.7,0
548,Uttar Pradesh,Ayodhya,,,Sita ki rasoi,Religious & Spiritual Pilgrimages,4,300
549,Uttar Pradesh,Ayodhya,,,Treta-ke-Thakur,Religious & Spiritual Pilgrimages,4.6,80
550,Uttar Pradesh,Ayodhya,,,Gulab bari,Natural Landscapes & Wildlife,4.3,
551,Uttar Pradesh,Ayodhya,26.7980174,82.1992155, Kanak Bhawan ,Religious & Spiritual Pilgrimages,4.5,0
552,Uttar Pradesh,Ayodhya,26.808995,82.2056474, Nageshwarnath Temple,Religious & Spiritual Pilgrimages,4.7,0
553,Uttar Pradesh,Ayodhya,26.7952876,82.2016429,Hanuman Garhi,Religious & Spiritual Pilgrimages,4.5,0
554,Uttar Pradesh,Ayodhya,,,Ram Janmabhoomi,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.8,0
555,Uttar Pradesh,Vrindavan,26.9288341,75.8240701,Govind Devji Temple,Religious & Spiritual Pilgrimages,4.9,0
556,Uttar Pradesh,Vrindavan,,,Nidhivan,Natural Landscapes & Wildlife,4.7,0
557,Uttar Pradesh,Vrindavan,27.5718524,77.6720096,Prem Mandir ,Religious & Spiritual Pilgrimages,4.6,0
558,Uttar Pradesh,Vrindavan,,,ISKCON temple.,Religious & Spiritual Pilgrimages,4.3,0
559,Uttar Pradesh,Vrindavan,27.580148,77.7010816,Banke Bihari Temple,Religious & Spiritual Pilgrimages,4.8,0
560,Uttar Pradesh,Allahabad,,,Triveni Sangam,"	Natural Landscapes & Wildlife, Religious & Spiritual Pilgrimages",4.5,0
561,Uttar Pradesh,Allahabad,25.4422713,81.8210388,Khusro Bagh,Natural Landscapes & Wildlife,4.6,0
562,Uttar Pradesh,Allahabad,25.4605342,81.8598312,Anand Bhawan,"Arts, Science & Literature Attractions",4.6,0
563,Uttar Pradesh,Allahabad,25.4568486,81.8489522,Allahabad museum,"	Arts, Science & Literature Attractions",4.4,10
564,Uttar Pradesh,Allahabad,25.4295339,81.8768401,Allahabad Fort ,Cultural & Heritage Sites,4.7,0
565,Uttar Pradesh,Allahabad,25.431335,81.8750618,Allahabad Pillar,Cultural & Heritage Sites,4.7,0
566,Uttar Pradesh,Allahabad,27.1152336,78.3686219,New Yamuna Bridge,"	Sightseeing & Exploration",3.6,0
567,Uttar Pradesh,Allahabad,43.046186,-87.9017193,All Saints Cathedral,Religious & Spiritual Pilgrimages,4,0
568,Uttar Pradesh,Allahabad,32.9914962,74.9318173, Katra Shopping area,Shopping & Markets,4.6,0
569,Uttar Pradesh,Allahabad,,,Chowk market,Shopping & Markets,4.2,0
570,Uttar Pradesh,Allahabad,,,Civil Lines shopping area,Shopping & Markets,4.2,0
571,Uttar Pradesh,Allahabad,27.40364009,83.00912405,Ganga Ghat and baandh wale Hanuman ji,Religious & Spiritual Pilgrimages,4.3,0
572,Uttar Pradesh,Noida,28.5681165,77.3208091,Noida pub exchange,,4.4,0
573,Uttar Pradesh,Noida,28.5698995,77.3328421,Brahmaputra Market ,Shopping & Markets,4.7,0
574,Uttar Pradesh,Noida,28.4525346,77.5263114,Grand Venice Mall,Shopping & Markets,4.8,0
575,Uttar Pradesh,Noida,,,Stupa 18 Art Gallery,"Arts, Science & Literature Attractions",4.6,25
576,Uttar Pradesh,Noida,28.5339382,77.3482352,Midnight munching behind HCL Sector 127,,4.6,0
577,Uttar Pradesh,Noida,28.5355161,77.3910265,Botanical Gardens of Noida,Natural Landscapes & Wildlife,4.2,50
578,Uttar Pradesh,Noida,28.5673409,77.3211303,DLF Mall of India,Shopping & Markets,4.8,0
579,Uttar Pradesh,Noida,28.5678724,77.3113144,Rashtriya Dalit Prerna Sthal and Green Garden,Cultural & Heritage Sites,4.2,0
580,Uttar Pradesh,Noida,,,Snow World ,Adventure & Outdoor Activities,4.4,600
581,Uttar Pradesh,Noida,,,KidZania,Adventure & Outdoor Activities,4.6,700
582,Uttar Pradesh,Noida,,,ISKON temple,Religious & Spiritual Pilgrimages,4.5,0
583,Uttar Pradesh,Noida,28.5593695,77.309886,Okhla Bird Sanctuary,Natural Landscapes & Wildlife,4.3,30
584,Uttar Pradesh,Aligarh,27.930607,78.0632653,Aligarh Fort,Cultural & Heritage Sites,4.1,20
585,Uttar Pradesh,Aligarh,27.7205674,78.2268174,Aligarh's clock tower,Cultural & Heritage Sites,4.2,0
586,Uttar Pradesh,Aligarh,,,Chacha Nehru Gyan Pushp museum,Cultural & Heritage Sites,3.6,50
587,Uttar Pradesh,Aligarh,,,Rajmangal Publishers ,"Arts, Science & Literature Attractions",4.6,
588,Uttar Pradesh,Aligarh,27.9119918,78.0751391,Maulana Azad Library,"Cultural & Heritage Sites, Arts, Science & Literature Attractions",4.7,0
589,Uttar Pradesh,Aligarh,28.6506792,77.2334421,Jama Masjid ,Religious & Spiritual Pilgrimages,3.8,0
590,Uttar Pradesh,Aligarh,26.4697981,80.3586159,Khereshwar Temple,Religious & Spiritual Pilgrimages,4.7,0
591,Uttar Pradesh,Aligarh,27.9026078,78.0734989,Naqvi Park ,Natural Landscapes & Wildlife,4.5,0
592,Uttar Pradesh,Aligarh,,,Sky High sky-diving drop zone,Adventure & Outdoor Activities,4.4,0
593,Uttar Pradesh,Meerut,28.9968175,77.6911618,Augarnath Temple,Religious & Spiritual Pilgrimages,4.8,0
594,Uttar Pradesh,Meerut,29.1568812,77.9938497,Hastinapur,"Sightseeing & Exploration, Cultural & Heritage Sites",4.5,0
595,Uttar Pradesh,Meerut,,,Digambar Jain Temple,Religious & Spiritual Pilgrimages,4.4,0
596,Uttar Pradesh,Meerut,29.0073395,77.7027737,Gandhi Bagh,Sightseeing & Exploration,4.3,20
597,Uttar Pradesh,Meerut,28.9966751,77.6958551,Mustafa Castle,Cultural & Heritage Sites,4.7,80
598,Uttar Pradesh,Meerut,,,Saint John's Church,Religious & Spiritual Pilgrimages,4.7,0
599,Uttar Pradesh,Meerut,,,Abu Lane market,Shopping & Markets,4.4,0
600,Uttar Pradesh,Meerut,28.6585105,77.2127305,Sadar market,Shopping & Markets,3.6,0
601,Uttar Pradesh,Meerut,,,The Shopprix mall,Shopping & Markets,3.8,0
602,Uttar Pradesh,Meerut,,,Shapir ki Dargah,Religious & Spiritual Pilgrimages,4,0
603,Uttar Pradesh,Meerut,30.1322074,71.4410941,Suraj Kund Temple,Religious & Spiritual Pilgrimages,4.8,0
604,Uttar Pradesh,Kanpur,26.5028694,80.3031232,Allen Forest Zoo,Natural Landscapes & Wildlife,4.7,0
605,Uttar Pradesh,Kanpur,,,Ram Janki Mandir,Religious & Spiritual Pilgrimages,4.7,0
606,Uttar Pradesh,Kanpur,26.4686173,80.3247923,Sisamau Bazaar,Shopping & Markets,4.7,0
607,Uttar Pradesh,Kanpur,26.4715334,80.3610849,Kanpur Sangrahalaya museum,"Arts, Science & Literature Attractions",4.6,5
608,Uttar Pradesh,Kanpur,26.4679038,80.3411542,Becon Ganj,Shopping & Markets,4.4,0
609,Uttar Pradesh,Kanpur,,,ISKON temple,Religious & Spiritual Pilgrimages,4.4,0
610,Uttar Pradesh,Kanpur,26.4672925,80.352937,Jain Glass Temple,Religious & Spiritual Pilgrimages,4.8,0
611,Uttar Pradesh,Kanpur,,,Valmiki Ashram temple,Religious & Spiritual Pilgrimages,4.6,0
612,Uttar Pradesh,Kanpur,26.4748119,80.3434167,PPN market,Shopping & Markets,4.8,0
613,Uttar Pradesh,Kanpur,,,Moti Mall,Shopping & Markets,4.3,0
614,Uttar Pradesh,Kanpur,28.6814284,77.2226866,sweets at Civil Lines,Shopping & Markets,4.2,0
615,Uttar Pradesh,Kanpur,14.6384455,121.0007301,Z-Square mall,Shopping & Markets,4.4,0
616,Jammu and Kashmir,Srinagar,34.1105857,74.8682569,Dal Lake,Natural Landscapes & Wildlife,4.6,0
617,Jammu and Kashmir,Srinagar,34.0789218,74.8437241,Shankaracharya Temple,"	Religious & Spiritual Pilgrimages",4.8,0
618,Jammu and Kashmir,Srinagar,,,Shopping at Lal Chowk,Shopping & Markets,4.4,0
619,Jammu and Kashmir,Srinagar,,,Shopping at Badshah Chowk,Shopping & Markets,4.4,0
620,Jammu and Kashmir,Srinagar,34.0960382,74.8784422,Indira Gandhi Memorial Tulip Garden,Natural Landscapes & Wildlife,4.7,0
621,Jammu and Kashmir,Srinagar,34.2471776,74.6707823,Manasabal Lake,Natural Landscapes & Wildlife,4.7,0
622,Jammu and Kashmir,Srinagar,34.1289329,74.8424909,Hazratbal Mosque,"	Religious & Spiritual Pilgrimages",4.4,0
623,Jammu and Kashmir,Srinagar,34.3031616,75.293111,"Rafting , Gondola ride at Sonmarg",Adventure & Outdoor Activities,4.8,0
624,Jammu and Kashmir,Srinagar,34.0483704,74.3804791,Skiing in Gulmarg,Adventure & Outdoor Activities,4.5,370
625,Jammu and Kashmir,Srinagar,34.0860292,74.8877689,Chashme Shahi Garden,Natural Landscapes & Wildlife,4,0
626,Jammu and Kashmir,Srinagar,34.1495248,74.8729246,Shalimar Bagh,Natural Landscapes & Wildlife,4,0
627,Jammu and Kashmir,Srinagar,34.1371836,75.03775,Dachigam National Park,Natural Landscapes & Wildlife,3.8,250
628,Jammu and Kashmir,Srinagar,34.0540604,75.3638888,Betaab Valley ,Natural Landscapes & Wildlife,3.8,0
629,Jammu and Kashmir,Srinagar,34.0921618,75.2632189,Aru Valley – For daring expeditions ,Adventure & Outdoor Activities,3.7,
630,Jammu and Kashmir,Srinagar,33.5811029,75.5102349,Sinthan top,Natural Landscapes & Wildlife,4.7,0
631,Jammu and Kashmir,Srinagar,34.0811939,74.877152,Pari mahal,Natural Landscapes & Wildlife,4.8,40
632,Jammu and Kashmir,Srinagar,33.8508928,74.5630486,Doodh Pathri,Natural Landscapes & Wildlife,4.5,0
633,Jammu and Kashmir,Srinagar,53.3574109,-1.4819864, Jamia Masjid Mosque ,Religious & Spiritual Pilgrimages,4.4,0
634,Jammu and Kashmir,Srinagar,34.0144741,75.3186241,Chandanwari,"	Adventure & Outdoor Activities",4.2,0
635,Jammu and Kashmir,Jammu,33.0308295,74.9490416,Vaishno Devi,Religious & Spiritual Pilgrimages,4.7,0
636,Ladakh,Leh,33.7595131,78.6674404,Pangong Tso,Natural Landscapes & Wildlife,4.9,20
637,Ladakh,Leh,33.7187211,77.3882224,Hemis National Park,Natural Landscapes & Wildlife,4.5,
638,Ladakh,Leh,34.5752836,77.4988753,Hunder – Try Bactrian Camel Safari,Adventure & Outdoor Activities,4.7,
639,Ladakh,Leh,34.2787271,77.6046756,Khardungla Pass – Visit Highest Cafeteria In The World,Adventure & Outdoor Activities,4.7,
640,Ladakh,Leh,33.562562,76.987755,Zanskar Valley Tour,Natural Landscapes & Wildlife,4,0
641,Ladakh,Leh,,,Spituk Gompa Trek,Religious & Spiritual Pilgrimages,4,0
642,Ladakh,Leh,34.1833915,76.8295134,Lamayuru – For Stargazing,Sightseeing & Exploration,4,0
643,Ladakh,Leh,,,Chadar Trek ,Adventure & Outdoor Activities,3.5,0
644,Ladakh,Leh,,,Drang Drung Glacier ,Natural Landscapes & Wildlife,3.8,0
645,Ladakh,Leh,,,Main Bazaar ,Shopping & Markets,4.7,0
646,Ladakh,Leh,34.1736196,77.5749988,Shanti Stupa,"	Religious & Spiritual Pilgrimages",4.7,0
647,Ladakh,Leh,,,Main Bazaar ,Shopping & Markets,4.6,0
648,Ladakh,Leh,34.1581389,77.5698889,Zorawar Fort,Cultural & Heritage Sites,4.6,225
649,Ladakh,Leh,,,Changthang Wildlife Sanctuary,Natural Landscapes & Wildlife,4,20
650,Ladakh,Leh,,,Hall Of Fame,"Arts, Science & Literature Attractions",4.8,0
651,Ladakh,Leh,34.0730019,77.5486221,Stok Palace Museum,"Arts, Science & Literature Attractions",4.7,50
652,Ladakh,Leh,34.6863146,77.567288,Nubra Valley,Natural Landscapes & Wildlife,4,0
653,Ladakh,Leh,32.9112291,78.3159411,Tso Moriri lake,Natural Landscapes & Wildlife,4,0
654,Ladakh,Leh,46.134658,-64.888516,Magnetic hill,Natural Landscapes & Wildlife,4.2,0
655,Ladakh,Leh,33.9590905,77.7890953,Chemrey Monastery,Religious & Spiritual Pilgrimages,4.3,0
656,Ladakh,Leh,34.1672727,77.590485,Namgyal Tsemo Monastery,Religious & Spiritual Pilgrimages,4.7,0
657,Ladakh,Leh,34.0559137,77.6677625,Thiksey Monastery,Religious & Spiritual Pilgrimages,4.7,20
658,Ladakh,Kargil,34.4100265,75.6602598,Drass Valley,Natural Landscapes & Wildlife,4.9,0
659,Ladakh,Kargil,34.4340036,75.8076814,Kargil War Memorial,Cultural & Heritage Sites,4.8,0
660,Ladakh,Diskit,34.1514265,77.572562,Yarab Tso,Natural Landscapes & Wildlife,4.5,0
661,Ladakh,Diskit,34.7983858,77.5246795,Panamik village,Sightseeing & Exploration,4.6,0
662,Ladakh,Diskit,,,Samstanling Monastery,Religious & Spiritual Pilgrimages,4.9,0
663,Ladakh,Diskit,34.5409579,77.5606881,Diskit Monastery,Religious & Spiritual Pilgrimages,4.7,20
664,West Bengal,Darjeeling,26.9966667,88.2944444,Tiger Hill,Natural Landscapes & Wildlife,4.5,0
665,West Bengal,Darjeeling,27.0410218,88.2662745,Darjeeling Toy Train,"Adventure & Outdoor Activities,Sightseeing & Exploration",4.8,360
666,West Bengal,Darjeeling,27.0614867,88.2537138,Darjeeling Ropeway ,"Adventure & Outdoor Activities,Sightseeing & Exploration",5,175
667,West Bengal,Darjeeling,23.2587841,77.4016401,Chowk Bazaar,Shopping & Markets,4.8,0
668,West Bengal,Darjeeling,,,"Himalayan Mountaineering Institute(Museum, Library, Souvenir shop)","Arts, Science & Literature Attractions",4.9,
669,West Bengal,Darjeeling,27.0262862,88.236347,Darjeeling Rock garden,Natural Landscapes & Wildlife,5,10
670,West Bengal,Darjeeling,27.0371351,88.0762233,"Singalila National Park(camping, bird watching)",Natural Landscapes & Wildlife,4.7,
671,West Bengal,Darjeeling,27.7024914,88.147535,Kanchenjunga peak,Natural Landscapes & Wildlife,4.9,20
672,West Bengal,Darjeeling,26.9930536,88.1203558,Sandakphu trek,"	Adventure & Outdoor Activities",4.4,500
673,West Bengal,Darjeeling,,,Peace Pagoda,Religious & Spiritual Pilgrimages,4.2,0
674,West Bengal,Darjeeling,26.57695557,89.01279803,Teesta river(rafting),"Adventure & Outdoor Activities, Natural Landscapes & Wildlife",5,500
675,West Bengal,Darjeeling,27.051391,88.258613,Happy valley tea estate,Sightseeing & Exploration,4.9,100
676,West Bengal,Darjeeling,27.0548913,88.3526049,Lamhatta Eco Park,Natural Landscapes & Wildlife,4.7,0
677,West Bengal,Darjeeling,27.0127838,88.1992421,Lepchajagat village,Sightseeing & Exploration,4.2,0
678,West Bengal,Darjeeling,23.182905,75.768291,Mahakal temple,Religious & Spiritual Pilgrimages,4.8,0
679,West Bengal,Darjeeling,27.9881206,86.9249751,Everest museum,"Arts, Science & Literature Attractions",4.9,0
680,West Bengal,Darjeeling,,,Ring Mall,Shopping & Markets,4.5,0
681,West Bengal,Darjeeling,,,Padmaja Naidu zoological park,Natural Landscapes & Wildlife,4.5,110
682,West Bengal,Darjeeling,,,Nightingale park,Sightseeing & Exploration,4.9,20
683,West Bengal,Darjeeling,27.0237303,88.2547445,Dali Monastery,Religious & Spiritual Pilgrimages,4.3,0
684,West Bengal,Darjeeling,27.0008384,88.2436844,Ghoom monastery market,Shopping & Markets,4.4,0
685,West Bengal,Darjeeling,27.0662177,88.4246364,Teesta bazaar,Shopping & Markets,4.4,0
686,West Bengal,Darjeeling,,,Mall road,Shopping & Markets,4.9,0
687,West Bengal,Siliguri,26.6905136,89.2805351,Jaldapara National Park,Natural Landscapes & Wildlife,4.4,250
688,West Bengal,Siliguri,26.7670442,88.4452226,Salugara monastery,Religious & Spiritual Pilgrimages,4.6,0
689,West Bengal,Siliguri,,,ISKON temple,Religious & Spiritual Pilgrimages,4.4,0
690,West Bengal,Siliguri,26.7961932,88.3630076,Mahananda Wildlife Sanctuary,Natural Landscapes & Wildlife,4.4,500
691,West Bengal,Siliguri,22.3193039,114.1693611,Hong Kong market,Shopping & Markets,4.4,0
692,West Bengal,Siliguri,26.7230488,88.3868987,North Bengal Science centre,"Arts, Science & Literature Attractions",4.3,50
693,West Bengal,Siliguri,26.8372379,88.3457906,Sepoy Dhura Tea garden,Sightseeing & Exploration,4.2,25
694,West Bengal,Sundarbans,21.8842354,88.8853765,Sundarbans National Park,Natural Landscapes & Wildlife,4.4,60
695,West Bengal,Sundarbans,22.077495,89.0293676,Burirdabri Forest camp,Adventure & Outdoor Activities,3.4,
696,West Bengal,Sundarbans,,,Dobanki Forest camp,Adventure & Outdoor Activities,4.9,700
697,West Bengal,Sundarbans,22.1237762,88.8313005,Sajnekhali Wildlife Sanctuary,Natural Landscapes & Wildlife,4.4,550
698,West Bengal,Sundarbans,21.8449338,89.7960898,Kotka beach,Natural Landscapes & Wildlife,4.4,0
699,West Bengal,Sundarbans,21.8162132,89.4626047,Hiron point,Natural Landscapes & Wildlife,4.2,0
700,West Bengal,Sundarbans,21.7728061,89.5591963,Dublar Char island,Natural Landscapes & Wildlife,4.4,0
701,West Bengal,Sundarbans,,,Bhagatpur crocodile project,Natural Landscapes & Wildlife,4.4,50
702,West Bengal,Murshidabad,24.184853,,Katra Masjid,Cultural & Heritage Sites,4.5,0
703,West Bengal,Murshidabad,24.1863376,88.2876731,Hazarduari Palace,Cultural & Heritage Sites,4.4,5
704,West Bengal,Murshidabad,24.1782162,88.2687913,Jahan Kosha cannon,Cultural & Heritage Sites,4.5,0
705,West Bengal,Murshidabad,24.1759039,88.2933334,Murshidabad District museum,Cultural & Heritage Sites,4.4,0
706,Odisha,Puri,19.8049379,88.2801785,Jagannath Temple,"	Religious & Spiritual Pilgrimages",4.7,0
707,Odisha,Puri,19.794749,85.8179386,Puri beach,Natural Landscapes & Wildlife,4.6,0
708,Odisha,Puri,19.8855117,85.8252882,Raghurajpur Artist village,"Arts, Science & Literature Attractions",4.4,0
709,Odisha,Puri,19.8449627,85.8257455,Chilika lake,Natural Landscapes & Wildlife,4.4,0
710,Odisha,Konark,19.8875953,85.4788065,Konark Sun Temple,Religious & Spiritual Pilgrimages,3.9,40
711,Odisha,Konark,19.8920686,86.0945364,Chandrabhaga beach,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.2,0
712,Odisha,Konark,20.2384519,86.091184,Lingaraj Temple,"Cultural & Heritage Sites, Religious & Spiritual Pilgrimages",4.9,0
713,Odisha,Konark,19.8920686,85.8337767,ASI Museum,"Arts, Science & Literature Attractions",4.9,850
714,Odisha,Konark,19.8920686,86.091184,Ramchandi beach and water sports,"	Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.2,0
715,Odisha,Rourkela,22.2478283,86.091184,Jagannath Temple,Religious & Spiritual Pilgrimages,3.9,0
716,Odisha,Rourkela,22.2402062,84.8777569,Indira Gandhi Park,Sightseeing & Exploration,4,0
717,Odisha,Rourkela,22.2273546,84.8747082,Pitamahal dam,Natural Landscapes & Wildlife,3.6,0
718,Odisha,Rourkela,22.2477991,84.7472931,VIP market,Shopping & Markets,4,0
719,Odisha,Rourkela,22.2217242,84.867526,Hanuman Vatika garden,Sightseeing & Exploration,4.9,
720,Odisha,Rourkela,22.260423,84.8315341,Khandadhar Waterfall,"	Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.5,0
721,Odisha,Cuttack,20.4789263,84.8535844,Odisha State Maritime museum,"Arts, Science & Literature Attractions",4.2,0
722,Odisha,Cuttack,20.462521,85.8961823,Bhitarkanika Wildlife Sanctuary,Natural Landscapes & Wildlife,4.6,20
723,Odisha,Cuttack,20.462521,85.8829895,State Botanical garden,Natural Landscapes & Wildlife,4.2,50
724,Odisha,Cuttack,20.4883078,85.8829895,Deer Park,Natural Landscapes & Wildlife,4.9,25
725,Odisha,Cuttack,20.4700673,85.8619087,Netaji museum,"Arts, Science & Literature Attractions",4.8,0
726,Odisha,Cuttack,20.462521,85.8668001,Dhabaleshwar Island,Sightseeing & Exploration,4.5,0
727,Odisha,Cuttack,20.4845311,85.8829895,Barabati Fort,Cultural & Heritage Sites,4.5,0
728,Odisha,Sambalpur,21.5305898,85.8651767,Hirakud Dam,Natural Landscapes & Wildlife,4.5,0
729,Odisha,Sambalpur,21.4668716,83.8704949,Debrigarh Wildlife Sanctuary,Natural Landscapes & Wildlife,4.8,40
730,Odisha,Sambalpur,21.3546732,83.9811665,Ghanteswari temple,"	Religious & Spiritual Pilgrimages",4,0
731,Odisha,Sambalpur,21.4668716,83.9192152,Gudguda waterfall,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.7,0
732,Odisha,Berhampur,19.2558881,83.9811665,Khasada waterfall,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.4,0
733,Odisha,Berhampur,19.3149618,84.2332104,Aryapalli beach,Natural Landscapes & Wildlife,4.9,0
734,Odisha,Berhampur,19.3149618,84.7940911,Bada bazaar,Shopping & Markets,4.1,0
735,Odisha,Berhampur,19.3156111,84.7940911,Sana bazaar,Shopping & Markets,3.9,0
736,Odisha,Berhampur,19.3149618,84.780999,Gopalpur Beach,Natural Landscapes & Wildlife,4,0
737,Odisha,Berhampur,19.3149618,84.7940911,Tara Tarini Temple,Religious & Spiritual Pilgrimages,4.6,0
